smiles,sources
BrC1C2(SCCS2)C2CC(c3ccccc32)C12SCCS2,hiv;hiv:train
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,tox21;tox21:train
BrC1CCCCCC(Br)C12OCCO2,hiv;hiv:valid
BrC1CN2CC(Br)CN2C1,hiv;hiv:test
BrC=C(Br)C[N+]12CN3CN(CN(C3)C1)C2,hiv;hiv:train
BrCBr,esol;esol:train;freesolv;freesolv:train;tox21;tox21:train
BrCC(Br)(Br)Br,tox21;tox21:train
BrCC(Br)C1CCC(Br)C(Br)C1,tox21;tox21:train
BrCC1CO1,tox21;tox21:train
BrCC=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[BrH2+],hiv;hiv:train
BrCCBr,esol;esol:train;freesolv;freesolv:train;tox21;tox21:train
BrCCCBr,tox21;tox21:train
BrCCCCBr,tox21;tox21:train
BrCCCCCBr,tox21;tox21:train
BrCCCCCCBr,tox21;tox21:train
BrCCCCCOc1ccc(-c2c3ccccc3c(-c3ccc(OCCCCCBr)cc3)c3ccccc23)cc1,hiv;hiv:train
BrCCC[PH](c1ccccc1)(c1ccccc1)c1ccccc1,hiv;hiv:train
BrCCOc1ccc(-c2c3ccccc3c(-c3ccc(OCCBr)cc3)c3ccccc23)cc1,hiv;hiv:train
BrCCOc1ccccc1,tox21;tox21:train
BrCC[N+]12CCCN1CCC2.[Br-],hiv;hiv:train
BrCC[N+]12CC[N+](CCBr)(CC1)C2,hiv;hiv:train
BrCC[PH](c1ccccc1)(c1ccccc1)c1ccccc1,hiv;hiv:train
BrCCc1ccccc1,tox21;tox21:train
BrCc1ccc(Br)cc1,tox21;tox21:train
BrCc1ccc(CBr)c2c1-c1c(CBr)ccc3ccc(CBr)c-2c13,hiv;hiv:train
BrCc1ccc(C[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,hiv;hiv:train
BrCc1ccc2ccc3ccc(CBr)nc3c2n1,hiv;hiv:train
BrCc1cccc(C[PH](c2ccccc2)(c2ccccc2)c2ccccc2)c1,hiv;hiv:train
BrCc1cccc(Oc2ccccc2)c1,tox21;tox21:train
BrCc1ccccc1,freesolv;freesolv:train;tox21;tox21:train
BrCc1ccccc1C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,hiv;hiv:train
BrN1C2c3ccccc3C1c1ccccc12,hiv;hiv:valid
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,tox21;tox21:train
Brc1c(C#CCC(c2ccccc2)(c2ccccc2)c2ccccc2)ccc(C#CCC(c2ccccc2)(c2ccccc2)c2ccccc2)c1Br,hiv;hiv:train
Brc1c(C#CCC2CCCCC2)ccc(C#CCC2CCCCC2)c1Br,hiv;hiv:train
Brc1c(C(Br)Br)ccc2ccccc12,hiv;hiv:train
Brc1c(NC2=NCCN2)ccc2nccnc12,tox21;tox21:test
Brc1c(OCc2ccccc2)ccc2ccccc12,hiv;hiv:train
Brc1c2c(c(Br)c3nsnc13)N=S=N2,hiv;hiv:train
Brc1c2ccccc2c(Br)c2ccccc12,tox21;tox21:train
Brc1c2ccccc2cc2ccccc12,tox21;tox21:train
Brc1c2nc3ccccc3nc2n2ccc3ccccc3c12,hiv;hiv:train
Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,tox21;tox21:train
Brc1cc(Br)c(Br)cc1Br,esol;esol:train
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,tox21;tox21:train
Brc1cc(Br)cc(Br)c1,esol;esol:train
Brc1cc(Br)cc(COC[C@H](c2ccccc2)N2CCNCC2)c1,lipo;lipo:train
Brc1cc(C2OCCCO2)ccc1OCc1ccccc1,hiv;hiv:valid
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,tox21;tox21:train
Brc1cc2[nH]c(-c3ccccc3)c(Br)c2c(Br)c1Br,hiv;hiv:train
Brc1cc2c(cc1Br)CN(c1ccccc1)C2,hiv;hiv:valid
Brc1cc2c(cc1C1SCCS1)OCO2,hiv;hiv:valid
Brc1cc2ccccc2c2ccccc12,tox21;tox21:train
Brc1cc2nn(-c3ccccc3)nc2c2nonc12,hiv;hiv:train
Brc1ccc(-c2[nH]c3ccccc3c2N=Nc2ccccc2)cc1,hiv;hiv:train
Brc1ccc(-c2c[nH]c3nc4nc5ccccc5c-4nn23)cc1,hiv;hiv:valid
Brc1ccc(-c2cc(-c3ccc4c(c3)OCO4)c(-c3cccs3)n2Cc2ccccc2)cc1,hiv;hiv:train
Brc1ccc(-c2cc3c(cc2C2SCCS2)OCO3)cc1,hiv;hiv:valid
Brc1ccc(-c2ccc(-c3ccc(-c4ccc(Br)s4)s3)s2)s1,hiv;hiv:train
Brc1ccc(-c2ccc(-c3ccc(Br)s3)s2)s1,hiv;hiv:train
Brc1ccc(-c2ccc3nnnn3n2)s1,hiv;hiv:test
Brc1ccc(-c2ccccc2)cc1,tox21;tox21:train
Brc1ccc(-c2csc3c2-n2cccc2C3=[N+]2CCCC2)cc1.O=P([O-])(Cl)Cl,hiv;hiv:train
Brc1ccc(-c2nc(-c3ccc(Br)cc3)n(-c3ccccc3)n2)cc1,hiv;hiv:train
Brc1ccc(-c2nc3sc(-c4ccc5c(c4)OCO5)nn3c2Br)cc1,hiv;hiv:train
Brc1ccc(-c2nnc(-c3nn(-c4ccccc4)c4nc5ccccc5nc34)o2)cc1,hiv;hiv:train
Brc1ccc(Br)c(Br)c1,esol;esol:train;tox21;tox21:train
Brc1ccc(Br)cc1,esol;esol:train;freesolv;freesolv:train;tox21;tox21:train
Brc1ccc(C(N=NC(=NSc2ccccc2)c2ccc(Br)cc2)=NSc2ccccc2)cc1,hiv;hiv:train
Brc1ccc(C2=CSC3=NCCN23)cc1,hiv;hiv:train
Brc1ccc(C2CC(c3cccc4ccccc34)=Nc3ccccc3S2)cc1,hiv;hiv:valid
Brc1ccc(C2CC3(c4ccccc4)ON=C(c4ccccc4)N3c3ccccc3S2)cc1,hiv;hiv:train
Brc1ccc(C2SCc3nc4ccccc4n32)cc1,hiv;hiv:train
Brc1ccc(C=C2C=Cc3ccccc32)cc1,hiv;hiv:train
Brc1ccc(C=NC23CC4CC(CC(C4)C2)C3)cc1,hiv;hiv:train
Brc1ccc(CCNCCN2CCCCC2)cc1.Cl,hiv;hiv:train
Brc1ccc(CCc2ncc[nH]2)cc1,hiv;hiv:train
Brc1ccc(C[N+]23CCN(CC2)CC3)cc1,hiv;hiv:train
Brc1ccc(C[N+]23CN4CN(CN(C4)C2)C3)cc1,hiv;hiv:test
Brc1ccc(I)cc1,esol;esol:train
Brc1ccc(N2N=NC3C4CC(C5CCCC54)C32)cc1,hiv;hiv:train
Brc1ccc(N2N=NC3CN(c4ccccc4)CC32)cc1,hiv;hiv:test
Brc1ccc(N2N=NC3CNCC32)cc1,hiv;hiv:test
Brc1ccc(N=NN2CCCC2)cc1,hiv;hiv:train
Brc1ccc(N=NN2CCCCC2)cc1,hiv;hiv:train
Brc1ccc(N=Nc2ccc3ccccc3n2)cc1,hiv;hiv:train
Brc1ccc(N=c2nc3ccccn3n3nc(-c4ccccc4)cc23)cc1,hiv;hiv:valid
Brc1ccc(OCc2ccccc2)c2ccccc12,hiv;hiv:train
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,tox21;tox21:train
Brc1ccc(Oc2ccc(Br)cc2)cc1,tox21;tox21:train
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,tox21;tox21:train
Brc1ccc(Oc2ccccc2)cc1,tox21;tox21:train
Brc1ccc(SSc2ccc(Br)cc2)cc1,hiv;hiv:train
Brc1ccc2[nH]c3nc(NN=Cc4cccnc4)nnc3c2c1,hiv;hiv:train
Brc1ccc2[nH]c3nc(NN=Cc4cccs4)nnc3c2c1,hiv;hiv:train
Brc1ccc2[nH]cc(C=NN3CCCCCC3)c2c1,hiv;hiv:test
Brc1ccc2c(-c3csc(-c4c[nH]c5cc(Br)ccc45)n3)c[nH]c2c1,hiv;hiv:train
Brc1ccc2c(-c3csc(-c4c[nH]c5ccccc45)n3)c[nH]c2c1,hiv;hiv:train
Brc1ccc2c(-c3nc(-c4c[nH]c5ccccc45)cs3)c[nH]c2c1,hiv;hiv:train
Brc1ccc2c(C3CNC(c4c[nH]c5cc(Br)ccc45)CN3)c[nH]c2c1,hiv;hiv:valid
Brc1ccc2c(c1)C1(c3cc(Br)ccc3-2)c2cc(Br)ccc2-c2ccc(Br)cc21,hiv;hiv:valid
Brc1ccc2c(c1)C1=C(CO2)Cc2ccccc2O1,hiv;hiv:train
Brc1ccc2c(c1)C1C(CO2)C(c2ccccc2)=NN1c1ccccc1,hiv;hiv:train
Brc1ccc2c(c1)C1CCc3c([nH]c4ccccc34)C1N2,hiv;hiv:train
Brc1ccc2c(ccc3nc4nnnn4nc32)c1,hiv;hiv:test
Brc1ccc2ccccc2c1,esol;esol:train
Brc1ccc2nc(-c3ccccc3)c3ccccc3c2c1,hiv;hiv:test
Brc1ccc2nncc(N3CC3)c2c1,hiv;hiv:train
Brc1ccc2noc(-c3ccccc3)c2c1,hiv;hiv:train
Brc1cccc(-c2ccccc2)c1,tox21;tox21:train
Brc1cccc(-c2nc3ccccc3[nH]2)c1,hiv;hiv:train
Brc1cccc(Br)c1,esol;esol:train
Brc1cccc(C2ON=C(c3ccccc3)N2C23CC4CC(CC(C4)C2)C3)c1,hiv;hiv:train
Brc1cccc(C2SCc3nc4ccccc4n32)c1,hiv;hiv:train
Brc1cccc(C=NC23CC4CC(CC(C4)C2)C3)c1,hiv;hiv:train
Brc1cccc(N=NN2CCCC2)c1,hiv;hiv:train
Brc1cccc2ccccc12,esol;esol:train
Brc1cccc[n+]1Cc1cccc(C[n+]2ccccc2Br)c1,hiv;hiv:test
Brc1cccc[n+]1Cc1ccccc1C[n+]1ccccc1Br,hiv;hiv:test
Brc1ccccc1,esol;esol:train;freesolv;freesolv:train;tox21;tox21:train
Brc1ccccc1-c1ccccc1,tox21;tox21:train
Brc1ccccc1-c1nnc(-c2cccc3ccccc23)o1,hiv;hiv:test
Brc1ccccc1Br,esol;esol:train
Brc1ccccc1C1SCc2nc3ccccc3n21,hiv;hiv:train
Brc1ccccc1C1SCc2nc3ncccc3n21,hiv;hiv:train
Brc1ccccc1C=CC1(c2ccccc2)OCCO1,hiv;hiv:train
Brc1ccccc1C=NC12CC3CC(CC(C3)C1)C2,hiv;hiv:train
Brc1ccccc1CCc1ncc[nH]1,hiv;hiv:train
Brc1ccccc2cc(-c3ccccc3)nc1-2,hiv;hiv:valid
Brc1cn2[n+](c1)[BH2-]n1cc(Br)c[n+]1[BH2-]2,hiv;hiv:train
Brc1cnc(NCc2ccccc2)nc1Nc1cc(C2CC2)[nH]n1,lipo;lipo:train
Brc1cnc2[nH]nnc2c1,hiv;hiv:train
Brc1cnc2nsnc2c1,hiv;hiv:valid
Brc1cscc1Cc1cscc1Br,hiv;hiv:train
Brc1csnn1,hiv;hiv:train
Brc1nc2c3ccccc3ncn2c1Br,hiv;hiv:valid
Brc1nc2ccccc2s1,tox21;tox21:train
Brc1ncnc2c1ncn2C1CCCS1,hiv;hiv:train
C,esol;esol:train;freesolv;freesolv:train
C#C,esol;esol:train
C#CC,esol;esol:train;freesolv;freesolv:train
C#CC(C)(C)C(C=NNC(=O)OC1CC(C)CCC1C(C)C)CCC(=O)OC,hiv;hiv:train
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,tox21;tox21:train
C#CC(C)(C)NC(=O)c1sccc1Oc1ccc(F)cc1[N+](=O)[O-],lipo;lipo:valid
C#CC(C)(C)O,tox21;tox21:train
C#CC(C)(C)OC(=O)C(=[N+]=[N-])C(C)=O,hiv;hiv:train
C#CC(C)(C)OCCCCOc1cc(O)c2c(=O)c3ccccc3n(C)c2c1,hiv;hiv:train
C#CC(C)(C)Oc1cc(O)c2c(=O)c3ccccc3n(C)c2c1,hiv;hiv:train
C#CC(C)(C)Oc1cc(OC)c2c(=O)c3ccccc3n(C)c2c1,hiv;hiv:train
C#CC(C)(C)Oc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)coc2c1,hiv;hiv:train
C#CC(C)(C)Oc1ccc2c(=O)c(-c3ccc(OC)cc3)coc2c1,hiv;hiv:train
C#CC(C)(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,hiv;hiv:train
C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,tox21;tox21:train
C#CC(C)(O)CC,bbbp;bbbp:train
C#CC(C)(O)CC(C)C,tox21;tox21:train
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,esol;esol:train;tox21;tox21:train
C#CC(C)OC(=O)Nc1cccc(Cl)c1,esol;esol:train
C#CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,lipo;lipo:train
C#CC(CCCC)OC(=O)NC(C)c1ccccc1,hiv;hiv:train
C#CC(O)(/C=C/Cl)CC,bbbp;bbbp:train
C#CC(O)(/C=C\Cl)CC,tox21;tox21:train
C#CC(O)(C(=O)OC1CN2CCC1CC2)c1ccccc1,hiv;hiv:train
C#CC(O)C(CC)CCCC,tox21;tox21:train
C#CC(O)C=CC(O)CCCC(O)CC#CC(O)C#CC(O)CCCC(O)C=CCCCC(=O)CCCCCCCCCCCCCCCC(O)C(O)C#CC(=O)O,hiv;hiv:train
C#CC(O)C=CC(O)CCCC(O)CC#CC(O)C#CC(O)CCCC(O)C=CCCCCCC(=O)CCCCCCCCCCCCCC(O)C(O)C#CC(=O)O,hiv;hiv:train
C#CC(O)C=CC(O)CCCC(O)CC#CC(O)C#CCCCCC(O)C=CCCCC(=O)CCCCCCCCCCCCCCCC(O)C(O)C#CC(=O)O,hiv;hiv:train
C#CC(O)C=CC(O)CCCC(O)CC#CC(O)C#CCCCCC(O)C=CCCCC(O)C=CCCCCCCCCCCCCCC(O)C(O)C#CC(=O)O,hiv;hiv:train
C#CC(O)C=CC(O)CCCC(O)CC#CC(O)C#CCCCCC(O)C=CCCCCCC(=O)CCCCCCCCCCCCCC(O)C(O)C#CC(=O)O,hiv;hiv:train
C#CC(O)C=CCCCCCCCCCC=CCCCCCCCCCC=CC(O)C#C,hiv;hiv:train
C#CC(O)CCCCC,tox21;tox21:train
C#CC(O)CS(=O)(=O)c1ccccc1,hiv;hiv:train
C#CC(O)Cc1ccc(OC)c2occc12,hiv;hiv:train
C#CC(O)c1ccc(OC)c(OC)c1,hiv;hiv:train
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,hiv;hiv:test
C#CC(OC(N)=O)c1ccccc1,bbbp;bbbp:train
C#CC1(O)C(C=NO)OC(n2ccc(=O)[nH]c2=O)C1O[Si](C)(C)C(C)(C)C,hiv;hiv:train
C#CC1(O)C(CO)OC(n2ccc(=O)[nH]c2=O)C1O[Si](C)(C)C(C)(C)C,hiv;hiv:train
C#CC1(O)CCC2C3CC(O)C45CC4CCC5(C)C3CCC21C,hiv;hiv:train
C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,hiv;hiv:test
C#CC1(O)CCC2C3CCC4=CC(=NOC(=O)c5cccc6c(=O)c7ccccc7[nH]c56)CCC4C3CCC21C,hiv;hiv:train
C#CC1(O)CCC2C3CCC4=CC(=NOCCN(C)C)CCC4(C)C3CCC21C,hiv;hiv:train
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,esol;esol:train
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,esol;esol:train
C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,hiv;hiv:train
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,esol;esol:test;hiv;hiv:test
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,esol;esol:train
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,hiv;hiv:train
C#CC1(O)CCC2C3CCc4cc(Oc5nc(F)nc(-c6c(C)c(C(=O)OCC)n7ccccc67)n5)ccc4C3CCC21C,hiv;hiv:train
C#CC1(O)CCC2C3CCc4cc(Oc5nc(F)nc(-c6c7cc8ccccc8cc7c(SCC)n6CCC)n5)ccc4C3CCC21C,hiv;hiv:valid
C#CC1(O)CCC2C3CCc4cc(Oc5nc(F)nc(-c6c7cc8ccccc8cc7c7n6CCS7)n5)ccc4C3CCC21C,hiv;hiv:train
